iter	RMSE
0	0.0595385293
1	0.05764019284
2	0.05608145869
3	0.05459695728
4	0.05342881908
5	0.05209463531
6	0.05055753631
7	0.04940671621
8	0.04807772998
9	0.04716101428
10	0.04638675088
11	0.04533623339
12	0.04405903441
13	0.04282303485
14	0.04157416302
15	0.04074660306
16	0.03987184017
17	0.03897724739
18	0.03823243429
19	0.03753602227
20	0.03696877313
21	0.03621036049
22	0.03564530027
23	0.03509704774
24	0.03449337853
25	0.03384780186
26	0.03326999669
27	0.03252794326
28	0.03196703894
29	0.03138990268
30	0.03092404591
31	0.03040120584
32	0.0297641712
33	0.02913538576
34	0.02859478563
35	0.02802604198
36	0.02737476342
37	0.02707738455
38	0.02666885671
39	0.02616970257
40	0.02576685646
41	0.02536400003
42	0.0250289019
43	0.02475730386
44	0.02430450709
45	0.0239340601
46	0.02357422179
47	0.02339193152
48	0.02291383096
49	0.02255658524
50	0.02221362656
51	0.02191920515
52	0.02162189827
53	0.02140624126
54	0.02115170076
55	0.02079310861
56	0.0204920474
57	0.02022302504
58	0.01991921923
59	0.01980775166
60	0.01950965108
61	0.01932748442
62	0.01920100557
63	0.01892619407
64	0.01870293668
65	0.01846304816
66	0.01812115142
67	0.01789976915
68	0.01761444483
69	0.01753168844
70	0.01743466576
71	0.01720761687
72	0.01714130495
73	0.01698304722
74	0.01682604374
75	0.01674247855
76	0.01668369351
77	0.01660573299
78	0.01654769858
79	0.01647284217
80	0.0164181314
81	0.01617883814
82	0.01596999533
83	0.01592605377
84	0.01583788769
85	0.01580378002
86	0.01572155319
87	0.01568993183
88	0.01547236648
89	0.01537985772
90	0.01535168541
91	0.01514544411
92	0.01506639291
93	0.01491425726
94	0.01488989782
95	0.01469333432
96	0.01450805541
97	0.01427893863
98	0.01419207236
99	0.01402885563
100	0.01384232117
101	0.01370176991
102	0.01359480432
103	0.01336926934
104	0.01327481763
105	0.01313398524
106	0.01304682906
107	0.01284592363
108	0.01276733012
109	0.01264401181
110	0.01241189996
111	0.01238364264
112	0.01222694241
113	0.0120763102
114	0.01189707439
115	0.01187987023
116	0.01186394712
117	0.01174787477
118	0.01166558367
119	0.01159741886
120	0.01138272281
121	0.01133005596
122	0.01130323868
123	0.011257125
124	0.01110442337
125	0.0108455453
126	0.01065443498
127	0.01063910464
128	0.01056879926
129	0.01048836132
130	0.010312222
131	0.01027966945
132	0.01020703957
133	0.01015674001
134	0.01007911426
135	0.01002053035
136	0.009916209657
137	0.009819246624
138	0.009638157591
139	0.009588465135
140	0.009472504029
141	0.009461673531
142	0.009357227952
143	0.009298506007
144	0.00924878947
145	0.009125874744
146	0.008987598726
147	0.00895118764
148	0.008836967053
149	0.008698608164
150	0.008559811961
151	0.008428555686
152	0.008385473137
153	0.008246871939
154	0.008193454833
155	0.008118592425
156	0.008109233472
157	0.008054311491
158	0.007977677454
159	0.007850067525
160	0.007735375396
161	0.007658347355
162	0.007559269955
163	0.007500915765
164	0.00738482602
165	0.007306322636
166	0.007264396736
167	0.007112600973
168	0.007102633544
169	0.006997069541
170	0.006882873737
171	0.00682575616
172	0.006729352535
173	0.006605217999
174	0.006563561921
175	0.006445252279
176	0.006373776673
177	0.006257887394
178	0.006250181865
179	0.006172489847
180	0.00610899221
181	0.006017568058
182	0.006004624536
183	0.005998365628
184	0.005987212952
185	0.005886418748
186	0.005778084834
187	0.005717749317
188	0.005654564667
189	0.005576581309
190	0.005541720991
191	0.005467159397
192	0.005391124801
193	0.005377448571
194	0.005315147198
195	0.005251998934
196	0.00517898436
197	0.005110030208
198	0.005042865477
199	0.004962251377
200	0.004932723821
201	0.00488731977
202	0.004882301665
203	0.004789076539
204	0.004731581988
205	0.00467257797
206	0.004627772557
207	0.004542762833
208	0.004498259037
209	0.004435326025
210	0.004370715106
211	0.004349129456
212	0.004299762666
213	0.004246313
214	0.004241082043
215	0.004221698211
216	0.00417827812
217	0.004162498809
218	0.004134071798
219	0.004095166528
220	0.004054483861
221	0.004020393809
222	0.003988403936
223	0.003953072698
224	0.00392972459
225	0.003902037091
226	0.003848634363
227	0.003814553891
228	0.003794604225
229	0.003790494134
230	0.003747439934
231	0.003719215335
232	0.003699573311
233	0.003695908827
234	0.003646824945
235	0.003634164123
236	0.00360707962
237	0.00357855153
238	0.003555265716
239	0.003508187599
240	0.003482844451
241	0.003429446954
242	0.003416057145
243	0.003394531281
244	0.003378293385
245	0.003372537572
246	0.00335982798
247	0.003356719478
248	0.003332418376
249	0.00331839079
250	0.003299206795
251	0.003272369533
252	0.003218500892
253	0.003192641385
254	0.003159670338
255	0.003134068919
256	0.003120474353
257	0.003104655657
258	0.003062304188
259	0.003059956632
260	0.003047015429
261	0.003044071738
262	0.003028656905
263	0.003023072418
264	0.002978413727
265	0.002935999933
266	0.002904536345
267	0.002867526661
268	0.002853443787
269	0.002833251158
270	0.002809561605
271	0.002807627521
272	0.002757544468
273	0.002746677327
274	0.002743881638
275	0.00273147118
276	0.002711720463
277	0.002688984032
278	0.00268714661
279	0.002644802157
280	0.002613130182
281	0.0026026486
282	0.002578352891
283	0.002562546834
284	0.002528393514
285	0.002512068293
286	0.002509809715
287	0.002497125578
288	0.002479864326
289	0.002469432022
290	0.002444609369
291	0.002427814143
292	0.002413543493
293	0.002412020902
294	0.002394179424
295	0.00237833496
296	0.002359927436
297	0.002334157837
298	0.002309811955
299	0.002285241729
300	0.002275995129
301	0.002266087142
302	0.002264802795
303	0.002229743317
304	0.002195163506
305	0.002169019299
306	0.002148120574
307	0.002113383452
308	0.002104688403
309	0.002099728271
310	0.002084131422
311	0.002058769258
312	0.002051162762
313	0.00202941186
314	0.002009097393
315	0.001989382928
316	0.001975780649
317	0.001964219847
318	0.001948850424
319	0.001947268982
320	0.001946244236
321	0.001933343144
322	0.00192661095
323	0.001915075449
324	0.001914113164
325	0.001896474763
326	0.001870393115
327	0.001848067657
328	0.001832041485
329	0.001831146763
330	0.001814567944
331	0.001808242695
332	0.001807418782
333	0.001795927916
334	0.001788803114
335	0.001770788226
336	0.001751171759
337	0.001734720962
338	0.001728265492
339	0.001723258589
340	0.001700194315
341	0.001696088288
342	0.001681612832
343	0.00167397319
344	0.001660445773
345	0.001648627429
346	0.001631979409
347	0.001616063328
348	0.00159970858
349	0.001578325112
350	0.001567761911
351	0.0015591404
352	0.001546093056
353	0.001522676908
354	0.001510812541
355	0.00150319638
356	0.001483609727
357	0.001463564153
358	0.001458641943
359	0.001443150199
360	0.00143164972
361	0.001427464479
362	0.00141472089
363	0.001399552928
364	0.001392370163
365	0.001389895246
366	0.001368446259
367	0.001360994873
368	0.001358374704
369	0.001343211586
370	0.001328686411
371	0.001308131209
372	0.001295809
373	0.001277745208
374	0.001270612602
375	0.00126392
376	0.001258694369
377	0.001247997714
378	0.001232575803
379	0.001217776585
380	0.001214550881
381	0.001205300289
382	0.001203666788
383	0.001199827001
384	0.00118339732
385	0.001172189503
386	0.00115587634
387	0.001142867476
388	0.001139361109
389	0.001125538953
390	0.001115229017
391	0.001101207918
392	0.001097893072
393	0.001079523112
394	0.001076541586
395	0.001070134871
396	0.00106659425
397	0.001059922598
398	0.001053954457
399	0.001039887459
