Zn Content (wt. %),Co Cotent (wt. %),Fe Cotent (wt. %),N Content (at. %),O Content (at. %),S Content (at. %),Pyridinic Ratio,Pyrrolic Ratio,Graphitic Ratio,Oxidized Ratio,Content of Pyridinic Species (at. %),Content of Pyrrolic Species (at. %),Content of Graphitic Species (at. %),Content of Oxidized Species (at. %),Raman ID/IG Ratio,BET Surface Area (m2 g-1),Micropore Ratio,Mesopore Ratio,Catalyst Loading on RDE/RRDE(mg cm-2),Fe Precursor Ratio,Zn Precursor Ratio,2-Methylimidazole Precursor Ratio,Additive (Other) Precursor Ratio,ZIF Preparation Temperature (¡æ),ZIF Preparation Time (h),One-Pot Method,Post-Adsorb Method,Carbon-Derivative Adsorb Method,Pyrolysis Temperature (¡æ),Pyrolysis Time (h),Temperature Rising Rate (¡æ min-1),Seconde Pyrolysis,Acid Wash,Half Wave Potential in Acid Condition (vs. RHE),HW_0.78,HW_0.8,HW_0.82,Rotating Speed (rpm),PYMT_0.01,PYMT_0.02,PYMT_0.03
0,0,0.024437284,0.045,0.08747608,0,0.457831325,0.204819277,0.060240964,0.277108434,0.02060241,0.009216867,0.002710843,0.01246988,1.091706846,572,0.41010599,0.556224616,0.4,0.000195319,0.04339334,0.956411342,0,150,96,1,0,0,1050,1,5.682419316,1,0,0.755,0,0,0,1600,1,1,0
0,0,0.074,0.082,0.049762498,0,0.96,0.01,0.01,0.01,0.07872,0.00082,0.00082,0.00082,1.017703904,647,0.351021331,0.476249714,0.8,0.046942816,0.111278531,0.866119072,0,50.84931194,23.76143361,1,0,0,700,1.5,1,1,1,0.713,0,0,0,1500,1,1,1
0,0,0.083,0.035,0.055855683,0,0.96,0.01,0.01,0.01,0.0336,0.00035,0.00035,0.00035,0.960843526,628,0.573463775,0.33950156,0.8,0.047714493,0.161672085,0.798781204,0,52.80630947,21.17164389,1,0,0,900,1.5,1,1,1,0.754,0,0,0,1500,1,1,1
0,0,0.053,0.036,0.05271549,0,0.96,0.01,0.01,0.01,0.03456,0.00036,0.00036,0.00036,0.991225436,687,0.343734309,0.464673911,0.8,0.050003829,0.112942483,0.858909544,0,51.55681831,26.20298437,1,0,0,700,1.5,1,1,1,0.811,1,1,0,1500,1,1,1
0,0,0.076,0.034,0.055096762,0,0.96,0.01,0.01,0.01,0.03264,0.00034,0.00034,0.00034,0.965909148,566,0.55665437,0.353624197,0.8,0.044288702,0.161264488,0.802962392,0,51.69899116,21.23775104,1,0,0,900,1.5,1,1,1,0.795,1,0,0,1500,1,1,1
0,0.114,0,0.064,0.0473,0,0.626973784,0.075030203,0.261266886,0.047501255,0.040126322,0.004801933,0.016721081,0.00304008,1.188257822,386,0.083,0.917,0.4,0,0.066640229,0.999876153,0,25,20,1,0,0,750,2,4.882350799,0,0,0.71,0,0,0,1600,1,1,1
0.0127,0,0.001,0.1488,0.1106,0,0.467725054,0.104792589,0.286257795,0.168029794,0.069597488,0.015593137,0.04259516,0.025002833,1.36,262,0.294564711,0.583067261,0.1,0.25,0.186287355,0.75,0,120,72,1,0,0,900,3,6.224166328,0,1,0.64,0,0,0,1600,1,1,1
0.016,0,0.0194,0.0545,0.0687,0,0.33048259,0.01,0.460191407,0.209326003,0.018011301,0.000545,0.025080432,0.011408267,1.63,216,0.6788,0.4052,0.6,0.022456704,0.663259348,0.314283948,0,87.40276899,26.22118009,0,0,0,1000,1,30,0,0,0.835,1,1,1,900,1,0,0
0,0,0.019,0.0573,0.069390877,0,0.514842097,0.211193909,0.215575621,0.04099212,0.029500452,0.012101411,0.012352483,0.002348848,1.047878088,1295,0.367,0.633,0.6,0.281668677,0.005079688,0.50161915,0.211632485,25,24,0,0,1,900,1,5,0,1,0.825,1,1,1,1600,1,1,0
0,0,0.0127,0.0674,0.077778871,0,0.575347118,0.169247875,0.177172817,0.07409745,0.038778396,0.011407307,0.011941448,0.004994168,1.029961069,917,0.8704,0.1296,0.623080117,0.20022015,0.162126643,0.699557271,0,32.21080371,16.69910522,0,1,0,900,3,1,0,1,0.77,0,0,0,1600,1,1,1
0,0.018,0,0.0994,0.071925672,0,0.546816366,0.124992759,0.280091498,0.069332995,0.054353547,0.01242428,0.027841095,0.0068917,1.059618405,1033,0.9239,0.0761,0.578598514,0,0.10047069,0.875698356,0,51.91473799,11.72271666,0,1,0,900,3,1,0,1,0.74,0,0,0,1600,1,1,1
0,0.0044,0.0071,0.099,0.096291463,0,0.576467901,0.183170902,0.161225973,0.064416838,0.057070322,0.018133919,0.015961371,0.006377267,1.059695054,962,0.8983,0.1017,0.626020613,0.460026212,0.1763244,0.696195874,0,32.88991521,32.71471721,0,1,0,900,3,1,0,1,0.75,0,0,0,1600,1,1,1
0,0,0.0068,0.1168,0.088929983,0,0.563964277,0.177858766,0.157090802,0.07093958,0.065871028,0.020773904,0.018348206,0.008285743,1.069056871,887,0.8745,0.1255,0.583064198,0.459544383,0.171430794,0.70512171,0,27.97384588,40.88688655,0,1,0,900,3,1,0,1,0.75,0,0,0,1600,1,1,1
0,0.0054,0,0.0945,0.07813289,0,0.525704331,0.125291857,0.268457374,0.067926125,0.049679059,0.01184008,0.025369222,0.006419019,1.066866438,950,0.8899,0.1101,0.579983528,0,0.100398139,0.873003007,0,39.835711,14.17137994,0,1,0,900,3,1,0,1,0.73,0,0,0,1600,1,1,1
0,0.0036,0.0045,0.1114,0.102413231,0,0.569997342,0.180380165,0.157799119,0.075592345,0.063497704,0.02009435,0.017578822,0.008420987,1.1383752,919,0.9112,0.0888,0.576587802,0.333010179,0.172808815,0.705369292,0,30.93539873,37.16882868,0,1,0,900,3,1,0,1,0.74,0,0,0,1600,1,1,1
0,0,0.032321707,0.057965569,0.05454157,0,0.508430935,0.050201946,0.323637823,0.107374535,0.029471488,0.002909984,0.018759851,0.006224026,0.940324876,841.8586541,0.660544814,0.28006372,0.8,0.001544918,0.187603886,0.805521286,0.010411078,56.88612955,19.81306023,0,1,0,1050,2.441447302,3.89247017,0,0,0.812,1,1,0,1500,1,1,0
0,0,0.03627,0.0077,0.0478,0.0041,0.103766234,0.221168831,0.34012987,0.334935065,0.000799,0.001703,0.002619,0.002579,1.31,291.83,0.529,0.2,0.1,0.084446152,0.229154016,0.698279463,0.028195521,62.00911829,24.93198524,0,0,1,1100,1,5,0,0,0.821,1,1,1,1600,0,0,0
0,0,0.0367,0.0862,0.110646696,0,0.541763341,0.267981439,0.107888631,0.082366589,0.0467,0.0231,0.0093,0.0071,1.016197608,901.7604839,0.1737,0.8263,0.6,0.005964215,0.198807157,0.795228628,0,25,12,1,0,0,938.7083957,3.043253004,3.885543959,0,0,0.831,1,1,1,900,1,1,1
0,0.017,0,0.0874,0.140359777,0,0.501992032,0.241699867,0.103585657,0.152722444,0.043874104,0.021124568,0.009053386,0.013347942,1.112901438,664.4124913,0.2795,0.7205,0.6,0,0.194174757,0.776699029,0,25,12,1,0,0,929.7664003,2.859316572,4.284284621,0,0,0.75,0,0,0,900,1,1,1
0,0.0353,0.0387,0.0939,0.12379745,0,0.48348745,0.214002642,0.149273448,0.15323646,0.045399472,0.020094848,0.014016777,0.014388904,1.044028852,655.4730726,0.2513,0.7487,0.6,0.005753497,0.191783239,0.767132956,0.006562822,25,12,1,0,0,946.3035193,2.989254077,4.392266851,0,0,0.832,1,1,1,900,1,1,1
0,0.0353,0.0332,0.0934,0.11180715,0,0.561027837,0.137044968,0.165952891,0.135974304,0.0524,0.0128,0.0155,0.0127,1.030037215,627.8508611,0.3422,0.6578,0.6,0.005753497,0.191783239,0.767132956,0.006562822,25,12,1,0,0,926.6818337,3.170682734,3.679394837,0,0,0.851,1,1,1,900,1,1,1
0,0.0291,0.023785658,0.05239499,0.056729326,0.000319701,0.459099267,0.091873304,0.340042294,0.112972278,0.024054502,0.004813701,0.017816513,0.005919181,1.01,429,0.375,0.628,0.5,0.033788148,0.115107164,0.461314698,1,62.29951808,7.683138705,0,1,0,800,1,2,0,1,0.754,0,0,0,1600,1,1,0
0,0.0001,0.0001,0.0249,0.0026,0,0.360843373,0.076144578,0.360080321,0.202931727,0.008985,0.001896,0.008966,0.005053,1.04,1014,0.87,0.13,0.718978055,0.010888154,0.266666667,0.533333333,0.2,66.81593627,19.21845997,0,1,0,1050,1,5.665469356,1,1,0.78,1,0,0,1600,0,0,0
0,0,0.0405,0.066,0.06049482,0,0.521714095,0.091114344,0.318665333,0.068506228,0.03443313,0.006013547,0.021031912,0.004521411,1.04,550,0.56933,0.43067,0.35,0.006715753,0.03162565,0.827327444,0.134331152,25,24,0,1,0,950,2,2,0,0,0.745,0,0,0,1600,1,1,1
0.1028,0.002791322,0.01156,0.08255,0.083480564,0,0.461704563,0.140485745,0.26227954,0.157880034,0.038113712,0.011597098,0.021651176,0.013032997,2.96,697.2057448,0.3261,0.5669,0.341,0.010837466,0.706484111,0.282678423,0,25,24,1,0,0,1000,2,2,0,0,0.81,1,1,0,1600,1,1,1
0,0,0.02156,0.045695765,0.071932941,0,0.2259,0.519,0.1864,0.0687,0.010322673,0.023716102,0.008517691,0.003139299,1.097314907,1237.9,0.3924268,0.629980578,0.488442229,0.004489519,0.313109683,0.613780421,0.682400798,25,8,1,0,0,900,0.5,3.915203695,1,1,0.837,1,1,1,1600,1,0,0
0.02247,0,0.00975,0.047412139,0.078513985,0,0.1669,0.327,0.4593,0.0468,0.007913086,0.015503769,0.021776395,0.002218888,1.059655572,790,0.392464657,0.61899893,0.457863138,0.004489519,0.313109683,0.607041001,0.682400798,25,8,1,0,0,900,0.5,4.615936247,1,0,0.752,0,0,0,1600,0,0,0
0,0,0.0037,0.0419,0,0,0.4609375,0.01,0.5390625,0.01,0.019313281,0.000419,0.022586719,0.000419,1.064,889,0.270982539,0.532941415,0.617206283,0.031298367,0.058823529,0.470588235,0.470588235,60,24,1,0,0,950,2,5.384216438,0,1,0.818,1,1,0,1600,1,0,0
0,0.000815517,0.0225,0.040874424,0.040349847,0,0.553854465,0.089716219,0.248073023,0.066460771,0.022638482,0.003667099,0.010139842,0.002716546,0.96,1381.1,0.384369277,0.5138701,0.524142739,0.013325037,0.099588477,0.801646091,0.098765432,50.33264132,16.75078901,0,1,0,900,1,3.483013138,1,1,0.791,1,0,0,1600,1,1,0
0,0.008,0,0.0619,0.094100574,0,0.463273214,0.137348888,0.266034298,0.125023253,0.028676612,0.008501896,0.016467523,0.007738939,1.256,1563,0.319553195,0.594098698,0.461112375,0,0.085724697,0.909902523,0,70,4,1,0,0,1000,1,6,1,1,0.76,0,0,0,1600,1,1,0
0,0,0.0159,0.0408,0.033,0,0.4136,0.0845,0.3265,0.1754,0.01687488,0.0034476,0.0133212,0.00715632,1.14,1556,0.252251152,0.592387608,0.530704521,0.011997819,0.102708598,0.885293583,0,25,24,1,0,0,950,2,4.313175717,1,1,0.78,1,0,0,1600,1,0,0
0,0,0.0097,0.0269,0.0158,0,0.321764086,0.093554746,0.398926373,0.170026065,0.008655454,0.002516623,0.010731119,0.004573701,1.081691605,449,0.327997407,0.514431284,0.565784403,0.75,0.148518483,0.706095042,0.125,25,336,0,1,0,1000,1,5.188007749,0,1,0.79,1,0,0,900,0,0,0
0,0,0.026,0.0267,0.109092295,0,0.493168584,0.180957662,0.206469371,0.091638694,0.013167601,0.00483157,0.005512732,0.002446753,1.005959962,1168.43,0.33770506,0.644656538,0.6,0.003322259,0.199335548,0.797342193,0,25,18,1,0,0,1000,5,3,0,0,0.792,1,0,0,1600,1,0,0
0,0,0.028,0.0277,0.109863845,0,0.489854983,0.19461785,0.200810757,0.0893027,0.013568983,0.005390914,0.005562458,0.002473685,1.009288225,1126.263557,0.32691363,0.652074405,0.6,0.003322259,0.195348837,0.797342193,0,25,18,1,0,0,1000,5,3,0,0,0.811,1,1,0,1600,1,0,0
0,0,0.012351484,0.031639055,0.028117267,0,0.377889399,0.036033493,0.466075013,0.128520639,0.011956063,0.001140066,0.014746173,0.004066272,1.124700221,1270,0.359695892,0.550225425,0.598217936,0.012748122,0.333333333,0.666666667,0,180,18,1,0,0,1050,0.5,5.861434257,0,1,0.778,0,0,0,1600,1,0,0
0,0,0,0.077199634,0.153431194,0,0.508218842,0.242449155,0.222947961,0.024762747,0.039234309,0.018716986,0.017211501,0.001911675,1.145303841,2195,0.290796673,0.648393681,0.45,0,0.15,0.8,0,25,1,1,0,0,850,2,5,0,0,0.751,0,0,0,1600,1,1,1
0,0,0.003,0.072,0.0968,0,0.448683503,0.067705535,0.435249866,0.048361096,0.032305212,0.004874799,0.03133799,0.003481999,1.166994744,1112,0.1,0.9,0.6,0.009212787,0.111709353,0.864430629,0,36.41032605,12.64716393,0,0,1,950,3,4.363140818,0,0,0.82,1,1,1,1600,1,1,1
0,0,0.015911514,0.0774,0.080010108,0,0.355292567,0.188757251,0.384361959,0.071588222,0.027499645,0.014609811,0.029749616,0.005540928,1.19,926,0.06765,0.1272,0.5,0.030962149,0.036739942,0.932297908,0,25,24,1,0,0,900,4,5,0,1,0.77,0,0,0,900,1,1,0
0,0,0.018341032,0.065122571,0.086235269,0,0.451819686,0.120967742,0.307278743,0.11993383,0.02942366,0.00787773,0.020010782,0.007810399,0.83,993,0.324520365,0.615057263,0.45,0,0.092271022,0.906154741,0,120,12,1,0,0,900,3,4.824810631,0,0,0.817,1,1,0,1600,1,1,0
0,0,0.005,0.0531,0.0393,0,0.39728936,0.063244373,0.41436514,0.146875849,0.021096065,0.003358276,0.022002789,0.007799108,1.388698823,1360,0.627463248,0.337148795,0.6,0.00218794,0.212772327,0.427161296,0.355190789,400,1,0,1,0,1050,1,15,1,1,0.78,1,0,0,1600,1,1,0
0.0086,0,0.0025,0.0684,0.05219,0,0.62616503,0.261743507,0.084783149,0.027308314,0.042829688,0.017903256,0.005799167,0.001867889,1.156349399,948,0.9,0.1,0.4,0.00218794,0.459138374,0.538673686,0,220,26,0,0,1,1000,1,5.567389921,0,0,0.581,0,0,0,1600,1,1,1
0.0077,0,0.002,0.06726,0.05281,0,0.643184086,0.237412693,0.095978714,0.023424508,0.043260562,0.015968378,0.006455528,0.001575532,1.154968349,1054,0.9,0.1,0.4,0.00218794,0.459138374,0.538673686,0,220,26,0,0,1,1000,1,5.617838463,0,0,0.662,0,0,0,1600,1,1,1
0.0045,0,0.0022,0.05126,0.05514,0,0.616360752,0.251117566,0.120697114,0.011824568,0.031594652,0.012872286,0.006186934,0.000606127,1.210805894,1188,0.9,0.1,0.4,0.00218794,0.459138374,0.538673686,0,220,26,0,0,1,1000,1,6.043742797,0,0,0.804,1,1,0,1600,1,1,1
0,0,0.015839586,0.029548553,0.031998243,0,0.316632713,-0.000256853,0.565938742,0.118226525,0.009356039,-7.59E-06,0.016722671,0.003493423,0.991907694,791.8542094,0.194123144,0.560005798,0.8,0.004907959,0.189570755,0.805521286,0,60,24,1,0,0,1100,1,5.527524871,0,0,0.87,1,1,1,900,0,0,0
0,0,0.015839586,0.029548553,0.031998243,0,0.316632713,-0.000256853,0.565938742,0.118226525,0.009356039,-7.59E-06,0.016722671,0.003493423,0.991907694,791.8542094,0.194123144,0.560005798,0.8,0.004907959,0.189570755,0.805521286,0,60,24,1,0,0,1100,1,5.527524871,0,0,0.87,1,1,1,900,0,0,0
0.043,0,0.056,0.072044619,0.072780143,0,0.641737621,0.201095504,0.087640328,0.069526547,0.046233742,0.014487849,0.006314014,0.005009014,1.002326114,904.3096638,0.351161598,0.604913487,1,0.001545008,0.197739964,0.790959856,0.009755172,42.74823257,28.5972028,0,1,0,850,4,5,0,0,0.753,0,0,0,1600,1,1,1
0.18,0,0.055,0.072376688,0.102172736,0,0.572562761,0.259380821,0.100549987,0.067506431,0.041440196,0.018773125,0.007277475,0.004885892,1.384655315,876.0777829,0.356548575,0.587502588,1,0.001545008,0.197739964,0.790959856,0.009755172,39.16770917,25.40145408,0,1,0,950,4,5,0,0,0.753,0,0,0,1600,1,1,1
0.01,0,0.072,0.047765264,0.081351971,0,0.59013683,0.40986317,0.01,0.01,0.028188041,0.019577223,0.000477653,0.000477653,0.955106438,850.1001373,0.351666687,0.599132485,1,0.001545008,0.197739964,0.790959856,0.009755172,32.75497406,25.0685507,0,1,0,1050,4,5,0,0,0.651,0,0,0,1600,1,1,0
0,0,0.0141,0.076,0.1139,0,0.6169,0.183,0.1635,0.0367,0.0468844,0.013908,0.012426,0.0027892,1.021130071,1466.2,0.9054,0.0946,0.6,0.001998441,0.199844122,0.798157437,0,25,24,1,0,0,950,2,3.731792595,0,0,0.77,0,0,0,1600,1,1,1
0,0,0.0139,0.0759,0.1199,0,0.5131,0.1638,0.2615,0.061,0.03894429,0.01243242,0.01984785,0.0046299,0.995389205,1255.4,0.9504,0.0496,0.6,0.002720308,0.199699572,0.79758012,0,120,4,1,0,0,950,2,3.846627837,0,0,0.73,0,0,0,1600,1,1,1
0,0,0.029061646,0.0428,0.0679,0.0013,0.198,0.607,0.195,0.01,0.0084744,0.0259796,0.008346,0.000428,1.026513573,1326.04,0.371072407,0.511900221,0.7,0.00258608,0.190543745,0.806870174,0,60,6,0,1,0,1000,1,4.525939093,0,0,0.78,1,0,0,1600,0,0,0
0,0,0.017279047,0.0594,0.066,0.0021,0.388,0.3,0.31,0.002,0.0230472,0.01782,0.018414,0.0001188,1.02480771,1173.51,0.300500501,0.434834835,0.7,0.003322506,0.19040306,0.806274434,0,60,6,0,1,0,1000,1,4.75121736,0,0,0.81,1,1,0,1600,1,1,0
0,0,0.017733185,0.0541,0.0656,0.0021,0.357,0.232,0.41,0.001,0.0193137,0.0125512,0.022181,0.0000541,1.040510018,1062.67,0.2279117,0.503373344,0.7,0.004057844,0.190262583,0.805679573,0,60,6,0,1,0,1000,1,4.832570594,0,0,0.79,1,0,0,1600,1,0,0
0,0,0.014631651,0.0519,0.0717,0.0025,0.279,0.102,0.619,0.01,0.0144801,0.0052938,0.0321261,0.000519,0.996118685,1183.78,0.273114259,0.540241239,0.7,0.004792098,0.190122312,0.805085589,0,60,6,0,1,0,1000,1,5.248152715,0,0,0.79,1,0,0,1600,1,0,0
0,0.06,0.027,0.0967,0.098129791,0,0.664991625,0.115070301,0.145271814,0.074666261,0.06430469,0.011127298,0.014047784,0.007220227,1.06,473.73,0.85,0.15,0.8,0.014268381,0.109015917,0.876715703,0,70,12,0,1,0,900,2,2,0,0,0.77,0,0,0,1600,1,1,1
0,0,0.0101,0.0519,0.075184546,0,0.320074096,0.106658867,0.43287511,0.140391927,0.016611846,0.005535595,0.022466218,0.007286341,1,806.5404231,0.360287164,0.627143428,0.50952,0.00730405,0.088773596,0.895495646,0,25,3,0,1,0,950,2,5,0,1,0.78,1,0,0,1600,1,0,0
0,0,0.0183,0.0493,0.065192659,0,0.247,0.0653,0.445,0.2428,0.0121771,0.00321929,0.0219385,0.01197004,1.02,729.5385935,0.361734888,0.624245408,0.50952,0.006669491,0.110799985,0.878655038,0,25,3,0,1,0,950,2,5,0,1,0.79,1,0,0,1600,1,0,0
0,0,0.0259,0.0418,0.061723802,0,0.23442198,0.098185588,0.571591498,0.095800933,0.009798839,0.004104158,0.023892525,0.004004479,1.04,837.9189444,0.302774733,0.62868291,0.50952,0.008936712,0.112724992,0.873320287,0,25,3,0,1,0,950,2,5,0,1,0.774,0,0,0,1600,0,0,0
0,0,0.00363,0.053578701,0.05129715,0,0.394410638,0.10671625,0.449628127,0.049244985,0.02113201,0.005717718,0.024090491,0.002638482,1.02,1068.2,0.98,0.01,0.255,0.00111263,0.197739964,0.799109896,0,60,12,1,0,0,1100,1,5,0,0,0.79,1,0,0,1600,1,1,0
0,0.13848381,0,0.001,0.063,0,0.662516824,0.337483176,0.01,0.01,0.000662517,0.000337483,0.00001,0.00001,1.27,629.0353472,0.397531535,0.553995082,0.5,0.066,0.264,0.67,0,25,1,0,1,0,950,3,5,0,0,0.642,0,0,0,1600,0,0,0
0,0.017955711,0,0.018,0.055,0,0.126274152,0.240529439,0.344895786,0.288300624,0.002272935,0.00432953,0.006208124,0.005189411,1.17,509.9080338,0.552579648,0.378226365,0.5,0.0825,0.2475,0.67,0,25,1,0,1,0,950,3,5,0,0,0.636,0,0,0,1600,0,0,0
0,0.022369254,0,0.008,0.319,0,0.657064784,0.011613344,0.166344074,0.164977798,0.005256518,9.29E-05,0.001330753,0.001319822,1.22,632.040358,0.449669224,0.454400323,0.5,0.1089,0.2178,0.67,0,25,1,0,1,0,950,3,5,0,0,0.63,0,0,0,1600,0,0,0
0,0.025,0,0.0944,0.0728,0,0.534,0.187,0.279,0.01,0.0504096,0.0176528,0.0263376,0.000944,1.144804264,570,0.2,0.8,0.51,0.001748079,0.035084379,0.962680273,0.000487269,25,3,1,0,0,910,2,5,0,0,0.78,1,0,0,1600,1,1,1
0,0,0.0308,0.0252,0.0359,0,0.6495,0.0625,0.268,0.05,0.0163674,0.001575,0.0067536,0.00126,0.89,1135.4379,0.42,0.23,0.6,0.050822263,0.102478703,0.821079359,0.025619676,60,24,1,0,0,950,2,5,1,1,0.82,1,1,1,1600,1,0,0
0,0,0.02111678,0.0206,0.0618,0,0.160568442,0.226723293,0.414407057,0.198301209,0.00330771,0.0046705,0.008536785,0.004085005,0.98,805.08,0.302827111,0.616324374,0.56,0.01374826,0.111471596,0.874780144,0,25,24,1,0,0,1100,1,5,0,0,0.777,0,0,0,1600,0,0,0
0,0,0.017908428,0.0165,0.064,0,0.377707646,0.069717401,0.349591163,0.20298379,0.006232176,0.001150337,0.005768254,0.003349233,1.04,770.24,0.288599951,0.576309153,0.56,0.013733105,0.111348715,0.873815828,0.001102352,25,24,1,0,0,1100,1,5,1,0,0.7255,0,0,0,1600,0,0,0
0,0,0.0093,0.0538,0.064,0,0.4067,0.1582,0.3494,0.0857,0.02188046,0.00851116,0.01879772,0.00461066,1.05,596.1,0.874,0.125146,0.8,0.004546167,0.331817944,0.663635889,0,25,1,1,0,0,1000,2,5,0,0,0.771,0,0,0,1600,1,1,0
0,0,0.0093,0.0663,0.0589,0,0.4578,0.1957,0.27,0.0764,0.03035214,0.01297491,0.017901,0.00506532,1.03,1304.5,0.574856266,0.425143733,0.8,0.004546167,0.331817944,0.663635889,0,25,1,1,0,0,1000,2,5,0,0,0.782,1,0,0,1600,1,1,1
0,0,0.0095,0.055489888,0.055794899,0,0.565760571,0.01,0.339236683,0.095002746,0.031393991,0.000554899,0.018824206,0.005271692,0.95,691,0.5479,0.27397,0.6,0.007099322,0.19076151,0.802139168,0,60,24,1,0,0,1000,5,4.146000969,0,0,0.841,1,1,1,900,1,1,1
0,0,0.0095,0.05540226,0.056079902,0,0.604322767,0.01,0.315273775,0.080403458,0.033480847,0.000554023,0.01746688,0.004454533,0.95,998,0.6,0.355,0.6,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.267918844,0,0,0.871,1,1,1,900,1,1,1
0,0,0.0095,0.061447034,0.057088746,0,0.604322767,0.01,0.315273775,0.080403458,0.037133842,0.00061447,0.019372638,0.004940554,0.95,998,0.6,0.355,0.2,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.329222968,0,0,0.81,1,1,0,900,1,1,1
0,0,0.0095,0.055551663,0.057902293,0,0.604322767,0.01,0.315273775,0.080403458,0.033571135,0.000555517,0.017513983,0.004466546,0.95,998,0.6,0.355,0.4,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.420056672,0,0,0.847,1,1,1,900,1,1,1
0,0,0.0095,0.053337529,0.050143327,0,0.604322767,0.01,0.315273775,0.080403458,0.032233083,0.000533375,0.016815924,0.004288522,0.95,998,0.6,0.355,0.8,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.193769972,0,0,0.868,1,1,1,900,1,1,1
0,0,0.0095,0.055299297,0.050680849,0,0.604322767,0.01,0.315273775,0.080403458,0.033418624,0.000552993,0.017434418,0.004446255,0.95,998,0.6,0.355,1,0.007071856,0.190023509,0.799035924,0.003868711,60,24,1,0,0,1000,5,4.212752737,0,0,0.876,1,1,1,900,1,1,1
0,0,0.014546541,0.0717,0.0952,0,0.409,0.105,0.353,0.133,0.0293253,0.0075285,0.0253101,0.0095361,0.966,543,0.236179529,0.588533114,0.42,0.018931954,0.189319538,0.757278153,0.034470355,100,4,1,0,0,800,3,5,0,0,0.71071,0,0,0,1600,1,1,0
0,0,0.020588791,0.0609,0.1048,0,0.334,0.092,0.433,0.139,0.0203406,0.0056028,0.0263697,0.0084651,1.014,554,0.218031886,0.631995602,0.42,0.018931954,0.189319538,0.757278153,0.034470355,100,4,1,0,0,900,3,5,0,0,0.7689,0,0,0,1600,1,1,0
0,0,0.023641251,0.0156,0.0637,0,0.281,0.067,0.479,0.173,0.0043836,0.0010452,0.0074724,0.0026988,1.192,344,0.093209238,0.493140296,0.42,0.018931954,0.189319538,0.757278153,0.034470355,100,4,1,0,0,1000,3,5,0,0,0.5835,0,0,0,1600,0,0,0
0,0,0.0264,0.046,0.072835435,0,0.502173913,0.130434783,0.208695652,0.091304348,0.0231,0.006,0.0096,0.0042,1.008853139,1015.5,0.693284936,0.306715064,0.5,0.110750637,0.17808932,0.711160043,0,28,12,1,0,0,1000,3,3,0,1,0.762,0,0,0,1600,1,1,0
0,0,0.0344,0.043,0.059833766,0.032,0.374418605,0.164285714,0.427906977,0.254658385,0.0161,0.007064286,0.0184,0.010950311,1.086025873,980.9,0.621582734,0.378417266,0.5,0.091957338,0.147869306,0.590483146,0.16969021,28,12,1,0,0,1000,3,3,0,1,0.765,0,0,0,1600,1,0,0
0,0,0.008617422,0.0292,0.0425,0,0.17,0.01,0.5133,0.3146,0.004964,0.000292,0.01498836,0.00918632,0.8255,1063,0,0.81413505,0.6,0.004984518,0.199340457,0.795675025,0,25,24,1,0,0,1100,1,5.075166712,1,0,0.765,0,0,0,1600,0,0,0
0.025471008,0,0.006214192,0.0356,0.0371,0,0.2,0.01,0.6593,0.1361,0.00712,0.000356,0.02347108,0.00484516,0.6532,1110,0.468187836,0.417646601,0.6,0.004984518,0.199340457,0.795675025,0,25,24,1,0,0,1100,1,5.625458941,1,0,0.794,1,0,0,1600,0,0,0
0,0,0.006846817,0.0169,0.118,0,0.513730228,0.29865993,0.187609842,0.01,0.008682041,0.005047353,0.003170606,0.000169,0.915,792.9,0.52,0.48,0.598631097,0.110831234,0.177833753,0.711335013,0,25,24,1,0,0,950,1,5,1,0,0.748,0,0,0,1600,0,0,0
0,0.024752498,0,0.0468,0.0194,0,0.580952381,0.33877551,0.080272109,0.01,0.027188571,0.015854694,0.003756735,0.000468,1.134169498,494,0.452,0.435,0.6,0.239382951,0.229303669,0.53131338,0,25,24,1,0,0,800,2,5,0,0,0.77,0,0,0,900,1,1,0
0,0.058991292,0,0.0736,0.102,0,0.723175966,0.173819742,0.103004292,0.01,0.053225751,0.012793133,0.007581116,0.000736,1.233152579,653,0.248,0.721,0.6,0.01542161,0.014772279,0.034228451,0.93557766,25,24,1,0,0,800,2,5,0,0,0.77,0,0,0,900,1,1,1
0.00975,0,0.006655,0.031,0.0326,0,0.4396,0.01,0.3491,0.2112,0.0136276,0.00031,0.0108221,0.0065472,1.02,615,0.1724,0.5948,0.6,0.004153784,0.191521763,0.804324453,0,60,24,1,0,0,1100,1,5,0,0,0.82,1,1,1,900,1,0,0
0.007796,0,0.0078,0.0312,0.0327,0,0.4464,0.01,0.3589,0.1947,0.01392768,0.000312,0.01119768,0.00607464,0.93,833,0.2067,0.4837,0.6,0.004154481,0.191385928,0.804459591,0,60,24,1,0,0,1100,1,5,0,0,0.842,1,1,1,900,1,0,0
0.0078,0,0.0059,0.031,0.031,0,0.5206,0.01,0.3498,0.129,0.0161386,0.00031,0.0108438,0.003999,0.99,1157,0.2452,0.5572,0.6,0.004154981,0.191288625,0.804556394,0,60,24,1,0,0,1100,1,5,0,0,0.86,1,1,1,900,1,0,0
